name,birth,age,sport,event,team,medal,gender,full_name,height_cm,weight_kg,born_location,born_lat_lon,death,rank
Ulrika ‚àö√â‚Äö√Ñ¬∂gren,1987-07-13,25,Handball,Women's Handball,Sweden,,Female,Ulrika Maria ‚àö√â‚Äö√Ñ¬∂gren,176,74,"Bankeryd, J‚àö√â¬¨‚àÇnk‚àö√â¬¨‚àÇping, J‚àö√â¬¨‚àÇnk‚àö√â¬¨‚àÇping, Swed","57.8609034,14.1289847",,11
Renzo Agresta,1985-06-27,27,Fencing,"Men's Sabre, Individual",Brazil,,Male,Renzo Pasquali Zeglio Agresta,180,73,"S‚àö√â¬¨¬£o Paulo, S‚àö√â¬¨¬£o Paulo, Brazil","-23.5505199,-46.6333094",,22
Alberto Aguilar,1985-03-09,27,Athletics,Men's 4 x 400 metres Relay,Venezuela,,Male,Alberto Mart‚àö√â¬¨‚â†n Aguilar Su‚àö√â¬¨¬∞rez,194,80,"San Fernando de Apure, Apure, Venezuela","7.894,-67.473",,7
Alessandra Aguilar,1978-07-01,34,Athletics,Women's Marathon,Spain,,Female,Alessandra Aguilar Mor‚àö√â¬¨¬∞n,165,50,"Lugo, Pontevedra, Spain","42.4329222,-8.6240964",,26
I‚àö√â¬¨¬±aki Aguilar,1983-09-09,28,Water Polo,Men's Water Polo,Spain,,Male,I‚àö√â¬¨¬±aki Aguilar Vicente,189,81,"Barcelona, Barcelona, Spain","41.3850639,2.1734035",,6
Macarena Aguilar,1985-03-12,27,Handball,Women's Handball,Spain,Bronze,Female,Macarena Aguilar D‚àö√â¬¨‚â†az,170,67,"Bola‚àö√â¬¨¬±os de Calatrava, Ciudad Real, Spai","38.9068623,-3.664859",,3
Sandra Aguilar,1992-08-09,19,Rhythmic Gymnastics,Women's Group,Spain,,Female,Sandra Aguilar Navarro,167,,"Madrid, Madrid, Spain","40.4167754,-3.7037902",,4
Julen Aguinagalde,1982-12-02,29,Handball,Men's Handball,Spain,,Male,Julen Aguinagalde Akizu,196,113,"Ir‚àö√â¬¨‚à´n, Guip‚àö√â¬¨‚à´zcoa, Spain","43.3381465,-1.7888495",,7
Jeinkler Aguirre,1990-06-14,22,Diving,Men's Platform,Cuba,,Male,Jeinkler Ernesto Aguirre Manso,165,57,"Camag‚àö√â¬¨¬∫ey, Camag‚àö√â¬¨¬∫ey, Cuba","21.3926035,-77.9053182",,18
Jeinkler Aguirre,1990-06-14,22,Diving,Men's Synchronized Platform,Cuba,,Male,Jeinkler Ernesto Aguirre Manso,165,57,"Camag‚àö√â¬¨¬∫ey, Camag‚àö√â¬¨¬∫ey, Cuba","21.3926035,-77.9053182",,5
Marcelo Aguirre,1993-01-21,19,Table Tennis,Men's Singles,Paraguay,,Male,Marcelo V‚àö√â¬¨‚â†ctor Aguirre,174,56,"Asunci‚àö√â¬¨‚â•n, Asunci‚àö√â¬¨‚â•n, Paraguay","-25.282197,-57.6351",,49T
Mat‚àö√â¬¨‚â†as Aguirregaray,1989-04-01,23,Football,Men's Football,Uruguay,,Male,Mat‚àö√â¬¨‚â†as Aguirregaray Guruceaga,183,78,"Porto Alegre, Rio Grande do Sul, Brazil","-30.0346471,-51.2176584",,9
Mikel Aguirrezabalaga,1984-04-08,28,Handball,Men's Handball,Spain,,Male,Mikel Aguirrezabalaga Garc‚àö√â¬¨‚â†a,196,92,"Zarautz, Guip‚àö√â¬¨‚à´zcoa, Spain","43.2824417,-2.1671288",,7
Feta Ahamada,1987-06-24,25,Athletics,Women's 100 metres,Comoros,,Female,Feta Ahamada,160,50,"Ouellah Mitsamiouli, Grande Comore, Como",,,7 h4 r2/4
Johanna Ahlm,1987-10-03,24,Handball,Women's Handball,Sweden,,Female,Johanna Maria Hel‚àö√â¬¨¬Æne Ahlm,175,69,"G‚àö√â¬¨‚àÇteborg, V‚àö√â¬¨¬ßstra G‚àö√â¬¨‚àÇtaland, Sweden","57.70887,11.97456",,11
Christian Ahlmann,1974-12-17,37,Equestrianism,"Mixed Jumping, Individual",Germany,,Male,Christian Ahlmann,190,83,"Marl, Nordrhein-Westfalen, Germany","51.6591234,7.1060218",,68
Christian Ahlmann,1974-12-17,37,Equestrianism,"Mixed Jumping, Team",Germany,,Male,Christian Ahlmann,190,83,"Marl, Nordrhein-Westfalen, Germany","51.6591234,7.1060218",,10T
Mohamed Ahmad,1989-04-16,23,Football,Men's Football,United Arab Emirates,,Male,Mohamed Ahmad Ali Gharib Juma,178,73,"Dubai, Dubai, United Arab Emirates","25.2,55.3",,15
Tontowi Ahmad,1987-07-18,25,Badminton,Mixed Doubles,Indonesia,,Male,Tontowi Ahmad,,,"Banyumas, Jawa Tengah, Indonesia","-7.4832133,109.140438",,4
Waseem Ahmad,1977-04-10,35,Hockey,Men's Hockey,Pakistan,,Male,Waseem Ahmad,165,64,"Vehari, Punjab, Pakistan","30.041944,72.352778",,7
Elaheh Ahmadi,1982-05-31,30,Shooting,"Women's Air Rifle, 10 metres",Iran,,Female,Elaheh Ahmadi,160,58,"Tehran, Tehran, Iran","35.696111,51.423056",,6
Elaheh Ahmadi,1982-05-31,30,Shooting,"Women's Small-Bore Rifle, Three Positio",Iran,,Female,Elaheh Ahmadi,160,58,"Tehran, Tehran, Iran","35.696111,51.423056",,43
Azneem Ahmed,1989-01-01,23,Athletics,Men's 100 metres,Maldives,,Male,Azneem Ahmed,169,65,"Kulhudhuffushi, Unknown, Maldives",,,8 h6 r2/4
Fareed Ahmed,1989-04-28,23,Hockey,Men's Hockey,Pakistan,,Male,Fareed Ahmed,,,"Sialkot, Punjab, Pakistan","32.4924769,74.5310403",,7
Mohammed Ahmed,1991-01-05,21,Athletics,"Men's 10,000 metres",Canada,,Male,Mohammed Ahmed,190,60,"Mogadishu, Banaadir, Somalia","2.033333,45.35",,18
Shehabeldin Ahmed,1990-08-22,21,Football,Men's Football,Egypt,,Male,Shehabeldin Ahmed Saad Ahmed Saad,174,73,"Cairo, Al-Qahira, Egypt","30.0444196,31.2357116",,8
Odile Ahouanwanou,1991-01-05,21,Athletics,Women's 100 metres Hurdles,Benin,,Female,Odile Ahouanwanou,178,71,"Savalou, Collines, Benin","7.933333,1.966667",,8 h6 r1/3
Murielle Ahour‚àö√â¬¨¬©,1987-08-23,24,Athletics,Women's 100 metres,Cote d'Ivoire,,Female,Murielle Ahour‚àö√â¬¨¬©,170,57,"Abidjan, Lagunes, Cote d\'Ivoire",,,7
Murielle Ahour‚àö√â¬¨¬©,1987-08-23,24,Athletics,Women's 200 metres,Cote d'Ivoire,,Female,Murielle Ahour‚àö√â¬¨¬©,170,57,"Abidjan, Lagunes, Cote d\'Ivoire",,,6
Gaby Ahrens,1981-03-15,31,Shooting,Women's Trap,Namibia,,Female,Gaby Diana Ahrens,170,57,"Windhoek, Khomas, Namibia","-22.57,17.083611",,22
Mohammad Ahsan,1987-09-07,24,Badminton,Men's Doubles,Indonesia,,Male,Mohammad Ahsan,,,"Palembang, Sumatera Selatan, Indonesia","-2.990934,104.7565565",,5T
Johannes Ahun,1987-12-22,24,Sailing,Men's Windsurfer,Estonia,,Male,Johannes Ahun,187,76,"Tallinn, Harjumaa, Estonia","59.4369608,24.7535746",,30
Michelle-Lee Ahye,1992-04-10,20,Athletics,Women's 100 metres,Trinidad and Tobago,,Female,Michelle-Lee Raquel Ahye,160,64,"Port of Spain, Port of Spain, Trinidad a","10.666667,-61.516667",,8 h3 r3/4
Michelle-Lee Ahye,1992-04-10,20,Athletics,Women's 4 x 100 metres Relay,Trinidad and Tobago,,Female,Michelle-Lee Raquel Ahye,160,64,"Port of Spain, Port of Spain, Trinidad a","10.666667,-61.516667",,AC r2/2
Matteo Aicardi,1986-04-19,26,Water Polo,Men's Water Polo,Italy,Silver,Male,Matteo Aicardi,192,104,"Finale Ligure, Savona, Italy","44.1689028,8.3416211",,2
Neringa Aidietyt‚àö√ë‚Äö√Ñ√Æ,1983-06-05,29,Athletics,Women's 20 kilometres Walk,Lithuania,,Female,Neringa Aidietyt‚àö√ë‚Äö√Ñ√Æ,177,61,"Vilnius, Vilnius, Lithuania","54.6871555,25.2796514",,39
Hannes Aigner,1989-03-19,23,Canoeing,"Men's Kayak Singles, Slalom",Germany,Bronze,Male,Hannes Aigner,183,80,"Augsburg, Bayern, Germany","48.3705449,10.89779",,3
Ben Ainslie,1977-02-05,35,Sailing,Men's One Person Heavyweight Dinghy,Great Britain,Gold,Male,"Charles Benedict ""Ben"" Ainslie",183,90,"Macclesfield, Cheshire East, Great Brita","53.258663,-2.119287",,1
Tassadit A‚àö√â¬¨√òssou,1989-06-19,23,Volleyball,Women's Volleyball,Algeria,,Female,Tassadit A‚àö√â¬¨√òssou,184,80,"Sidi-A‚àö√â¬¨√òch, B‚àö√â¬¨¬©ja‚àö√â¬¨√òa, Algeria","36.613056,4.688333",,11T
Souad A‚àö√â¬¨√òt Salem,1979-01-06,33,Athletics,Women's Marathon,Algeria,,Female,Souad A‚àö√â¬¨√òt Salem (-Mahour-Bacha),167,51,"Simotwo, Keiyo, Rift Valley, Kenya",,,37
Artur Aivazian,1973-01-14,39,Shooting,"Men's Air Rifle, 10 metres",Ukraine,,Male,Artur Surenovych Aivazian,177,88,"Yerevan, Yerevan, Armenia","40.183333,44.516667",,19
Artur Aivazian,1973-01-14,39,Shooting,"Men's Small-Bore Rifle, Three Positions",Ukraine,,Male,Artur Surenovych Aivazian,177,88,"Yerevan, Yerevan, Armenia","40.183333,44.516667",,10
Artur Aivazian,1973-01-14,39,Shooting,"Men's Small-Bore Rifle, Prone, 50 metre",Ukraine,,Male,Artur Surenovych Aivazian,177,88,"Yerevan, Yerevan, Armenia","40.183333,44.516667",,21
Muideen Akanji,1992-05-12,20,Boxing,Men's Middleweight,Nigeria,,Male,Muideen Akanji,,,"Lagos, Lagos, Nigeria","6.5243793,3.3792057",,17T
Tolga Akcayli,1993-04-15,19,Swimming,Men's 50 metres Freestyle,Saint Vincent,,Male,Tolga Allan Akcayli,,,"Hendon, Greater London, Great Britain","51.5862459,-0.220009",,45
Tar‚àö√ë¬¨¬±k Akda‚àö√ë‚âà‚àè,1988-06-16,24,Athletics,"Men's 3,000 metres Steeplechase",Turkey,,Male,Tar‚àö√ë¬¨¬±k Langat Akda‚àö√ë‚âà‚àè,176,60,"Nandi, Rift Valley, Kenya","0.0741949,35.1478478",,9
Ahmet Akdilek,1988-06-04,24,Cycling,"Men's Road Race, Individual",Turkey,,Male,Ahmet Akdilek,178,67,"Karaman, Karaman, Turkey","37.17593,33.228748",,AC
Ahmet Akdilek,1988-06-04,24,Cycling,Men's Individual Time Trial,Turkey,,Male,Ahmet Akdilek,178,67,"Karaman, Karaman, Turkey","37.17593,33.228748",,37
Taha Akg‚àö√â¬¨¬∫l,1990-11-22,21,Wrestling,"Men's Super-Heavyweight, Freestyle",Turkey,,Male,Taha Akg‚àö√â¬¨¬∫l,192,120,"Sivas, Sivas, Turkey","39.747662,37.017879",,9
Giorgos Akhilleos,1980-12-24,31,Shooting,Men's Skeet,Cyprus,,Male,Giorgos Akhilleos,172,75,"London, Greater London, Great Britain","51.5073509,-0.1277583",,11
Habibollah Akhlaghi,1985-08-03,26,Wrestling,"Men's Light-Heavyweight, Greco-Roman",Iran,,Male,Habibollah Akhlaghi,179,84,"Andimeshk, Khuzestan, Iran","32.46,48.359167",,13
Artur Akhmatkhuzin,1988-05-21,24,Fencing,"Men's Foil, Individual",Russia,,Male,Artur Kamilevich Akhmatkhuzin,182,74,"Alegazy, Respublika Bashkortostan, Russi",,,16
Artur Akhmatkhuzin,1988-05-21,24,Fencing,"Men's Foil, Team",Russia,,Male,Artur Kamilevich Akhmatkhuzin,182,74,"Alegazy, Respublika Bashkortostan, Russi",,,5
Foluke Akinradewo,1987-10-05,24,Volleyball,Women's Volleyball,United States,Silver,Female,Foluke Antinuke Akinradewo,191,79,"London, Ontario, Canada","42.9869502,-81.243177",,2
Jonathan Akinyemi,1988-11-22,23,Canoeing,"Men's Kayak Singles, Slalom",Nigeria,,Male,Jonathan Akinyemi,183,82,"Warrington, Warrington, Great Britain","53.3900441,-2.5969501",,21
Malika Akkaoui,1987-12-25,24,Athletics,Women's 800 metres,Morocco,,Female,Malika Al-Akkaoui,160,49,"Zaida, Mekn‚àö√â¬¨¬Æs-Tafilalet, Morocco","32.8175662,-4.9610649",,4 h3 r2/3
Youssef Akrout,1990-11-15,21,Sailing,Men's One Person Dinghy,Tunisia,,Male,Youssef Akrout,180,78,"Tunis, Tunis, Tunisia","36.8064948,10.1815316",,45
Chie Akutsu,1984-09-15,27,Hockey,Women's Hockey,Japan,,Female,Chie Akutsu,155,51,"Imaichi, Tochigi, Japan","36.7239546,139.6893253",,9
Noah Akwu,1990-09-23,21,Athletics,Men's 200 metres,Nigeria,,Male,Noah Akwu,160,74,"Enugu, Enugu, Nigeria","6.452667,7.510333",,5 h1 r1/3
Ali Ahmed Al-Amri,1985-01-29,27,Athletics,"Men's 3,000 metres Steeplechase",Saudi Arabia,,Male,Ali Ahmed Al-Amri,155,51,"Dammam, Ash-Sharqiyah, Saudi Arabia","26.3926665,49.9777136",,9 h1 r1/2
Dhaher Al-Aryani,1972-12-11,39,Shooting,Men's Trap,United Arab Emirates,,Male,Dhaher Al-Aryani,,,"Ras Al-Khaimah, United Arab Emirates","25.8006926,55.9761994",,32
Yousef Al-Askari,1994-03-25,18,Swimming,Men's 200 metres Butterfly,Kuwait,,Male,Yousef Al-Askari,175,65,"Kuwait City, Al-Asimah, Kuwait","29.369722,47.978333",,36
Rashid Al-Athba,1980-08-18,31,Shooting,Men's Trap,Qatar,,Male,Rashid Hamad Al-Athba,175,90,"Doha, Ad-Dawhah, Qatar","25.3521436,51.4939853",,10
Rashid Al-Athba,1980-08-18,31,Shooting,Men's Double Trap,Qatar,,Male,Rashid Hamad Al-Athba,175,90,"Doha, Ad-Dawhah, Qatar","25.3521436,51.4939853",,7
Nasser Al-Attiya,1970-12-21,41,Shooting,Men's Skeet,Qatar,Bronze,Male,Nasser Salih Nasser Abdullah Al-Attiya,178,82,"Doha, Ad-Dawhah, Qatar","25.3521436,51.4939853",,3
Mohamed Al-Azemi,1982-06-16,30,Athletics,Men's 800 metres,Kuwait,,Male,Mohamed Mutlaq Khalaf Al-Azemi,178,64,"Kuwait City, Al-Asimah, Kuwait","29.369722,47.978333",,AC
Mohanad Al-Azzawi,1996-09-21,15,Swimming,Men's 100 metres Butterfly,Iraq,,Male,Mohanad Ahmed Dheyaa Al-Azzawi,173,65,"Baghdad, Baghdad, Iraq","33.325,44.422",,42
Mubarak Al-Besher,1988-07-15,24,Swimming,Men's 100 metres Breaststroke,United Arab Emirates,,Male,Mubarak Muhammad Salem Al-Besher,,,"Dubai, Dubai, United Arab Emirates","25.2,55.3",,42
Sultan Mubarak Al-Dawoodi,1985-03-16,27,Athletics,Men's Discus Throw,Saudi Arabia,,Male,Sultan Mubarak M. Al-Dawoodi,192,98,"Bisha, Asir, Saudi Arabia","19.994509,42.618484",,33 r1/2
Fehaid Al-Deehani,1966-10-11,45,Shooting,Men's Trap,Kuwait,Bronze,Male,Fehaid Al-Deehani,178,95,"Kuwait City, Al-Asimah, Kuwait","29.369722,47.978333",,3
Fehaid Al-Deehani,1966-10-11,45,Shooting,Men's Double Trap,Kuwait,,Male,Fehaid Al-Deehani,178,95,"Kuwait City, Al-Asimah, Kuwait","29.369722,47.978333",,4
Humaid Al-Derei,1991-04-16,21,Judo,Men's Half-Lightweight,United Arab Emirates,,Male,Humaid Rashd Al-Derei,,65,"Mekn‚àö√â¬¨¬Æs, Mekn‚àö√â¬¨¬Æs-Tafilalet, Morocco","33.895,-5.554722",,17T
Ramzy Al-Duhami,1972-01-05,40,Equestrianism,"Mixed Jumping, Individual",Saudi Arabia,,Male,Ramzy Al-Duhami,162,70,"Ar-Riyad, Ar-Riyad, Saudi Arabia","24.633333,46.716667",,29T
Ramzy Al-Duhami,1972-01-05,40,Equestrianism,"Mixed Jumping, Team",Saudi Arabia,Bronze,Male,Ramzy Al-Duhami,162,70,"Ar-Riyad, Ar-Riyad, Saudi Arabia","24.633333,46.716667",,3
Bahaa Al-Farra,1991-03-10,21,Athletics,Men's 400 metres,Palestine,,Male,Bahaa Al-Farra,175,65,"Khan Yunis, Khan Yunis, Palestine",,,8 h2 r1/3
Mostafa Al-Gamel,1988-10-01,23,Athletics,Men's Hammer Throw,Egypt,,Male,Mostafa Muhammad Hisham Muhammad Salah A,191,96,"Giza, Al-Jizah, Egypt","30.0130557,31.2088526",,29 r1/2
Nabil Al-Garbi,1993-11-03,18,Athletics,"Men's 1,500 metres",Yemen,,Male,Nabil Mohammed Al-Garbi,175,65,"Dhamar, Dhamar, Yemen","14.55,44.401667",,14 h2 r1/3
Mohamad Al-Garni,1992-07-02,20,Athletics,"Men's 1,500 metres",Qatar,,Male,Mohamad Al-Garni,179,55,"Unknown, Morocco",,,9 h2 r2/3
Habiba Al-Ghribi-Boudra,1984-04-09,28,Athletics,"Women's 3,000 metres Steeplechase",Tunisia,Silver,Female,Habiba Al-Ghribi-Boudra,173,52,"Kairouan, Kairouan, Tunisia","35.6759137,10.0919243",,2
Shinoona Al-Habsi,1993-07-03,19,Athletics,Women's 100 metres,Oman,,Female,Shinoona Salah Al-Habsi,162,60,"Al-Khoudh, Masqat, Oman","23.6291703,58.1636661",,4 h2 r1/4
Bahya Al-Hamad,1992-06-21,20,Shooting,"Women's Air Rifle, 10 metres",Qatar,,Female,Bahya Mansour Al-Hamad,166,69,"Unknown, Qatar",,,17
Bahya Al-Hamad,1992-06-21,20,Shooting,"Women's Small-Bore Rifle, Three Positio",Qatar,,Female,Bahya Mansour Al-Hamad,166,69,"Unknown, Qatar",,,46
Hussain Al-Hamdah,1983-04-04,29,Athletics,"Men's 5,000 metres",Saudi Arabia,,Male,Hussain Jamaan Al-Hamdah,,,"Najran, Najran, Saudi Arabia","17.491667,44.132222",,19 h1 r1/2
Ismail Al-Hammadi,1988-07-01,24,Football,Men's Football,United Arab Emirates,,Male,Ismail Salem Al-Hammadi,173,68,"Dubai, Dubai, United Arab Emirates","25.2,55.3",,15
Barakat Al-Harthi,1988-06-15,24,Athletics,Men's 100 metres,Oman,,Male,Barakat Mubarak Al-Harthi,171,67,"Ibra, Ash-Sharqiyah, Oman","22.683333,58.55",,7 h2 r2/4
Ibrahim Al-Hasan,1986-08-22,25,Table Tennis,Men's Singles,Kuwait,,Male,Ibrahim Al-Hasan,179,73,,,,49T
Ahmed Al-Hatmi,1984-11-27,27,Shooting,Men's Double Trap,Oman,,Male,Ahmed Al-Hatmi,170,70,"Al-Rustaq, Al-Batinah, Oman","23.4814352,57.4542408",,19
Abdullah Al-Joud,1975-07-10,37,Athletics,"Men's 5,000 metres",Saudi Arabia,,Male,Abdullah Abdulaziz Al-Joud,178,60,"Qatif, Ash-Sharqiyah, Saudi Arabia","26.556,49.996",,20 h2 r1/2
Safaa Al-Jumaili,1990-01-01,22,Weightlifting,Men's Light-Heavyweight,Iraq,,Male,Safaa Al-Jumaili,175,85,"?, Diyala, Iraq","33.7733487,45.1494505",,13
Hamdan Al-Kamali,1989-05-02,23,Football,Men's Football,United Arab Emirates,,Male,Hamdan Ismail Muhammad Al-Kamali,183,74,"Abu Dhabi, Abu Dhabi, United Arab Emirat","24.4215535,54.5766013",,15
Tameem Al-Kubati,1989-01-01,23,Taekwondo,Men's Flyweight,Yemen,,Male,Tameem Mohammed Ahmed Al-Kubati,168,,"Sana\'a, Sana\'a, Yemen",,,9T
Sheikh Juma Al-Maktoum,1984-12-23,27,Shooting,Men's Double Trap,United Arab Emirates,,Male,Juma bin Dalmuk Al-Maktoum,,,"Dubai, Dubai, United Arab Emirates","25.2,55.3",,13
Sheikh Saeed Al-Maktoum,1976-10-01,35,Shooting,Men's Skeet,United Arab Emirates,,Male,Saeed bin Maktoum Al-Maktoum,176,85,"Dubai, Dubai, United Arab Emirates","25.2,55.3",,13
Noor Al-Malki,1994-10-21,17,Athletics,Women's 100 metres,Qatar,,Female,Noor Hussain Al-Malki,155,43,"Doha, Ad-Dawhah, Qatar","25.3521436,51.4939853",,AC h3 r1/4
Rand Al-Mashhadani,1994-08-11,17,Archery,Women's Individual,Iraq,,Female,Rand Al-Mashhadani,160,50,"Baghdad, Baghdad, Iraq","33.325,44.422",,33T
Mhasin Al-Noor,1994-02-20,18,Swimming,Women's 50 metres Freestyle,Sudan,,Female,Mhasin Al-Noor Fadlalla,158,40,"Khartoum, Al-Khartum, Sudan","15.566667,32.516667",,71
Moukheld Al-Outaibi,1976-06-20,36,Athletics,"Men's 5,000 metres",Saudi Arabia,,Male,Moukheld Mahil F. Al-Outaibi,155,50,"Taif, Makkah, Saudi Arabia","21.433333,40.35",,9 h1 r1/2
Moukheld Al-Outaibi,1976-06-20,36,Athletics,"Men's 10,000 metres",Saudi Arabia,,Male,Moukheld Mahil F. Al-Outaibi,155,50,"Taif, Makkah, Saudi Arabia","21.433333,40.35",,17
Abbas Al-Qaisoum,1980-10-31,31,Weightlifting,Men's Middle-Heavyweight,Saudi Arabia,,Male,Abbas Al-Qaisoum,,94,"Qatif, Ash-Sharqiyah, Saudi Arabia","26.556,49.996",,15
Samira Al-Ra‚àö√â¬¨√òf,1974-04-04,38,Athletics,Women's Marathon,Morocco,,Female,Samira Al-Ra‚àö√â¬¨√òf,156,49,"Casablanca, Grand Casablanca, Morocco","33.533333,-7.583333",,72
Abdullah Al-Rashidi,1963-08-21,48,Shooting,Men's Skeet,Kuwait,,Male,Abdullah Al-Rashidi,183,83,"Kuwait City, Al-Asimah, Kuwait","29.369722,47.978333",,21
Talal Al-Rashidi,1993-07-24,19,Shooting,Men's Trap,Kuwait,,Male,Talal Al-Rashidi,176,70,"Kuwait City, Al-Asimah, Kuwait","29.369722,47.978333",,26
Abouhalima Al-Sa\'id,1993-11-19,18,Wrestling,"Men's Featherweight, Greco-Roman",Egypt,,Male,Abouhalima Muhammad Al-Sa\'id Abdallah A,153,55,"Alexandria, Al-Iskanderiya, Egypt","31.2000924,29.9187387",,14
Omar Al-Sabahi,1977-06-24,35,Rowing,Men's Lightweight Double Sculls,Egypt,,Male,Omar Al-Sabahi Muhammad Muhammad Emira,174,73,"Giza, Al-Jizah, Egypt","30.0130557,31.2088526",,20
Prince Abdullah Al-Saud,1984-10-13,27,Equestrianism,"Mixed Jumping, Individual",Saudi Arabia,,Male,Prince Abdullah Bin Moteb Al-Saud,178,69,"Ar-Riyad, Ar-Riyad, Saudi Arabia","24.633333,46.716667",,26T
Prince Abdullah Al-Saud,1984-10-13,27,Equestrianism,"Mixed Jumping, Team",Saudi Arabia,Bronze,Male,Prince Abdullah Bin Moteb Al-Saud,178,69,"Ar-Riyad, Ar-Riyad, Saudi Arabia","24.633333,46.716667",,3
Fawaz Al-Shammari,1977-01-04,35,Athletics,Men's 110 metres Hurdles,Kuwait,,Male,Fawaz Al-Shammari,182,76,"Kuwait City, Al-Asimah, Kuwait","29.369722,47.978333",,7 h4 r1/3
Hicham Al-Sigu‚àö√â¬¨¬©ni,1993-01-30,19,Athletics,"Men's 3,000 metres Steeplechase",Morocco,,Male,Hicham Al-Sigu‚àö√â¬¨¬©ni,172,61,"Beni Mellal, Tadla-Azilal, Morocco","32.339444,-6.360833",,10 h1 r1/2
Majed Al-Tamimi,1971-08-21,40,Shooting,Men's Skeet,Saudi Arabia,,Male,Majed Al-Tamimi,,,"Unknown, Saudi Arabia",,,29
Ali Al-Zinkawi,1984-02-27,28,Athletics,Men's Hammer Throw,Kuwait,,Male,Ali Mohamed Gharib Al-Zinkawi,195,,"Kuwait City, Al-Asimah, Kuwait","29.369722,47.978333",,18 r1/2
Jarkko Ala-Huikku,1980-01-31,32,Wrestling,"Men's Lightweight, Greco-Roman",Finland,,Male,Tapani Jarkko Ala-Huikku,164,60,"Sein‚àö√â¬¨¬ßjoki, Etel‚àö√â¬¨¬ß-Pohjanmaa, Finland","62.7952984,22.8332766",,16
Ayman Alaa El-Din,1991-03-03,21,Fencing,"Men's Épée, Individual",Egypt,,Male,Ayman Alaa El-Din Mohamed Fayez,180,75,"Giza, Al-Jizah, Egypt","30.0130557,31.2088526",,24
Mahmoud Alaa El-Din,1991-01-28,21,Football,Men's Football,Egypt,,Male,Mahmoud Alaa El-Din Mahmoud Alian,189,84,,,,8
Marina Alabau,1985-08-31,26,Sailing,Women's Windsurfer,Spain,Gold,Female,Marina Alabau Neira,164,55,"Seville, Sevilla, Spain","37.3890924,-5.9844589",,1
Danni Alakija,1996-05-03,16,Athletics,Women's 400 metres,Fiji,,Female,"Danielle Remilekun B. ""Danni"" Alakija",182,71,"Hillingdon, Greater London, Great Britai","51.5351832,-0.4481378",,6 h5 r1/3
Salima El Ouali Alami,1983-12-23,28,Athletics,"Women's 3,000 metres Steeplechase",Morocco,,Female,Salima El Ouali Al-Alami,175,53,"Karia Ba Mohamed, Taza-Al Hoceima-Taouna","34.3670576,-5.2188379",,11 h1 r1/2
Noshad Alamian,1991-11-21,20,Table Tennis,Men's Singles,Iran,,Male,Noshad Alamian Darounkolaei,170,65,"Babol, Mazandaran, Iran","36.551389,52.678889",,17T
Yenew Alamirew,1990-05-27,22,Athletics,"Men's 5,000 metres",Ethiopia,,Male,Yenew Alamirew,178,57,"Tilili, Amhara, Ethiopia","10.8512009,37.021246",,12
Janice Alatoa,1988-10-30,23,Athletics,Women's 100 metres,Vanuatu,,Female,Janice Alatoa,166,55,"Port Vila, Shefa, Vanuatu","-17.7332512,168.3273245",,7 h4 r1/4
Jordi Alba,1989-03-21,23,Football,Men's Football,Spain,,Male,Jordi Alba Ramos,170,66,"Barcelona, Barcelona, Spain","41.3850639,2.1734035",,14
Michael Albasini,1980-12-20,31,Cycling,"Men's Road Race, Individual",Switzerland,,Male,Michael Albasini,172,67,"Wil, Sankt Gallen, Switzerland","47.4636031,9.0479177",,96
Michael Albasini,1980-12-20,31,Cycling,Men's Individual Time Trial,Switzerland,,Male,Michael Albasini,172,67,"Wil, Sankt Gallen, Switzerland","47.4636031,9.0479177",,30
Ruslan Albegov,1988-01-26,24,Weightlifting,Men's Super-Heavyweight,Russia,Bronze,Male,Ruslan Vladimirovich Albegov,192,156,"Vladikavkaz, Respublika Severnaya Osetiy","43.0187957,44.6980245",,3
I‚àö√ñ‚âà‚àè‚àö√ë¬¨¬±l Alben,1986-02-22,26,Basketball,Women's Basketball,Turkey,,Female,I‚àö√ñ‚âà‚àè‚àö√ë¬¨¬±l Alben,172,62,"Emin‚àö√â¬¨‚àÇn‚àö√â¬¨¬∫, ‚àö√ë¬¨‚àûstanbul, ‚àö√ë¬¨‚àûstanbul, Turkey","41,28.9333333",,5
Samantha Albert,1971-05-31,41,Equestrianism,"Mixed Three-Day Event, Individual",Jamaica,,Female,Samantha Albert (Majendie-),,54,"Montr‚àö√â¬¨¬©al, Qu‚àö√â¬¨¬©bec, Canada","45.5086699,-73.5539925",,51
